Product Name,Rating,Total Ratings,Price,Type,Platform,Categories
Kadio Analog 28 cm X 28 cm Wall Clock,3.9,"1,864",399,Home Decor,Flipkart,Decorative Item
Khatu Crafts Printed Radhakrishna Two Box Key Holder Wo...,4,"7,147",99,Home Decor,Flipkart,Decorative Item
Misr Puff Russian Base 18.5 inch Glass Hookah,3.8,"5,960",328,Home Decor,Flipkart,Decorative Item
GULLAK Mac 36,4.1,"10,455",139,Home Decor,Flipkart,Decorative Item
SEHAZ ARTWORKS AlbumsPinkRoses_4*6_104Photos Album,4,"8,482",299,Home Decor,Flipkart,Decorative Item
Bikri Kendra 12 cm Hexagon 30 Hexagon Acrylic Abstract ...,4.1,740,269,Home Decor,Flipkart,Decorative Item
KOTART Modern Art Framed Paintings for Living Room Pain...,3.7,3,939,Home Decor,Flipkart,Decorative Item
Miss Peach Handicrafted Meditating Monk Buddha Smoke Ba...,4.1,"2,933",169,Home Decor,Flipkart,Decorative Item
Miss Peach Handcrafted Lord Ganesha Idols for home deco...,4.4,"2,251",139,Home Decor,Flipkart,Decorative Item
HOMEMATES 304.8 cm Wall Waterproof & 100% Removable PVC...,4,"2,464",189,Home Decor,Flipkart,Decorative Item
Metier Bong,4.1,55,598,Home Decor,Flipkart,Decorative Item
Chhariya Crafts Laxmi Ganesh Saraswati With Diya Decora...,4.3,"6,198",299,Home Decor,Flipkart,Decorative Item
Royalbox Home Décor Buddha Statue For Home Decoration B...,4.4,"1,045",189,Home Decor,Flipkart,Decorative Item
Royalbox Golden Handcrafted buddha Palm Buddha for home...,4.2,"3,147",149,Home Decor,Flipkart,Decorative Item
infinity lines int Metal Wall Art,4.1,38,"3,047",Home Decor,Flipkart,Decorative Item
Bikri Kendra 12 cm Hexagon 30 golden - 3d acrylic mirro...,3.8,"3,305",299,Home Decor,Flipkart,Decorative Item
Royalbox Meditating Buddha Statue For Home Decor Idol/S...,4.3,"11,262",202,Home Decor,Flipkart,Decorative Item
eCraftIndia Adiyogi Shiva Statue Decorative Showpiece ...,4.5,"1,334",150,Home Decor,Flipkart,Decorative Item
Om Shanthi Cow Ghee diya Cotton Table Diya,4.4,800,264,Home Decor,Flipkart,Decorative Item
Painting Mantra Wood Wall Photo Frame,4.2,993,"1,299",Home Decor,Flipkart,Decorative Item
saf Radha Krishna Religious UV Textured Wall for Home d...,4.3,"4,953",212,Home Decor,Flipkart,Decorative Item
CAPIO ART Yoga Mudra with Mobile Stand Wood Key Holder,3.9,"3,666",169,Home Decor,Flipkart,Decorative Item
"Naturaly Artificial Bonsoi Plant for hone decoration,of...",3.9,"2,519",209,Home Decor,Flipkart,Decorative Item
Khatu Crafts Om Swastik Key holder for home / office / ...,4,"37,996",99,Home Decor,Flipkart,Decorative Item
Artvibes Kitchen Wall Hanging Decoration for Home Decor...,4.4,142,229,Home Decor,Flipkart,Decorative Item
Painting Mantra Wood Wall Photo Frame,4.2,920,949,Home Decor,Flipkart,Decorative Item
Arpita Crafts Wooden 2 Pocket Pen Stand Om Swastik 8 Ho...,4,"22,200",169,Home Decor,Flipkart,Decorative Item
Xtenshion Crafts Wooden Wall Mount Tv Set Up Box Stand ...,3.9,"20,575",287,Home Decor,Flipkart,Decorative Item
Mystica Glass modern Name Plate,4.3,98,815,Home Decor,Flipkart,Decorative Item
MAHISON LIFESTYLE Gun-Shape-silver 14 inch Iron Hookah,3.8,"1,025",341,Home Decor,Flipkart,Decorative Item
Puff Smart Metal Bong Shooter Filters 12cm 5 Pcs Alumin...,4.2,972,186,Home Decor,Flipkart,Decorative Item
Chhariya Crafts Radha Krishna Idol Statue with Diya Pea...,4.3,"6,089",349,Home Decor,Flipkart,Decorative Item
BECKON VENTURE Handcrafted Lord Ganesha Idols for home ...,4.4,"2,594",225,Home Decor,Flipkart,Decorative Item
WallBerry 45 cm X 45 cm X 1.5mm X 20 Tiles (Area Cover ...,4.2,163,"3,299",Home Decor,Flipkart,Decorative Item
Painting Mantra Wood Wall Photo Frame,4.3,"1,435",929,Home Decor,Flipkart,Decorative Item
Royalbox Small Shivling for Home Temple and Office Deco...,4.4,"1,738",129,Home Decor,Flipkart,Decorative Item
Chhariya Crafts Pair of Kissing Duck Love Bird Metal Gi...,3.9,"2,826",259,Home Decor,Flipkart,Decorative Item
HOMEMATES 304 cm Wall Stickers Waterproof & 100% Remova...,3.8,506,299,Home Decor,Flipkart,Decorative Item
FRIZZY ARTS Hanuman Ji Framed Painting | Hanuman Ji | D...,4.5,525,355,Home Decor,Flipkart,Decorative Item
Chhariya Crafts Metal Krishna With Religious Kamdhenu C...,4.2,942,479,Home Decor,Flipkart,Decorative Item
Fashion Bizz Set of 4 Baby Monk Hat Buddha Figurines - ...,4.2,"4,276",299,Home Decor,Flipkart,Decorative Item
BECKON VENTURE Handcrafted Lord Ganesha Idols for home ...,4.2,446,225,Home Decor,Flipkart,Decorative Item
HOMEMATES 304.8 cm Self Adhesive Stickers Waterproof Vi...,3.9,593,280,Home Decor,Flipkart,Decorative Item
RosaStella 304.8 cm Self Adhesive Stickers Waterproof V...,3.8,677,299,Home Decor,Flipkart,Decorative Item
WallBerry 45 cm X 45 cm X 1.5mm X 15 Tiles (Area Cover ...,4.2,163,"2,499",Home Decor,Flipkart,Decorative Item
Indianara FLORAL WITHOUT GLASS Digital Reprint 13 inch ...,4.2,"6,128",269,Home Decor,Flipkart,Decorative Item
saf Peacock Set of 3 Digital Reprint 12 inch x 18 inch ...,4,"2,763",136,Home Decor,Flipkart,Decorative Item
CamPure Cone Air Freshener - Original - Pack of 1 Potpo...,4.2,"1,133",199,Home Decor,Flipkart,Decorative Item
Fabaura Wooden Wall Hanging Decoration Artwork Decorati...,4.4,132,379,Home Decor,Flipkart,Decorative Item
Masstone Radha Krishna with Flute Religious 5 Piece Pan...,4.5,"2,515",210,Home Decor,Flipkart,Decorative Item
Appraise Home Impex Qt Luster Mini Golden Glass 12 inch...,3.5,"1,123",168,Home Decor,Flipkart,Decorative Item
R&P ENTERPRISE Analog 65 cm X 35 cm Wall Clock,4.1,"34,930",259,Home Decor,Flipkart,Decorative Item
CamPure Cone Original & Sandalwood - Pack of 2 Potpourr...,4.2,"1,093",358,Home Decor,Flipkart,Decorative Item
Artvibes Colorful Elephants Wall And Door Hanging Decor...,4.4,384,299,Home Decor,Flipkart,Decorative Item
"krishnagallery1 G Marble Ganesh Murti Kamal ganesh, Gan...",4.2,28,997,Home Decor,Flipkart,Decorative Item
Chhariya Crafts Set of 3 gold Elephant Idol & Showpiece...,3.9,"1,197",199,Home Decor,Flipkart,Decorative Item
Brothers Creation Shree Ram Table Decoration Office Des...,4.1,11,180,Home Decor,Flipkart,Decorative Item
CADDLE & TOES Famous Car Remote Control 3D with LED Lig...,3.5,"7,778",449,Toys,Flipkart,Toys
MeShear 55'' Trampoline with U Shaped leg Safety net St...,3,5,"3,899",Toys,Flipkart,Toys
J K INTERNATIONAL 3 in 1 Kitchen Suitcase for Kids Mini...,4.2,"9,497",379,Toys,Flipkart,Toys
"TAPUJI Dancing Cactus Repeats What You Say,Electronic P...",3.9,"24,391",279,Toys,Flipkart,Toys
Hunk shopper's Cactus Talking Toy Dancing Cactus Repeat...,4,"4,902",289,Toys,Flipkart,Toys
"K A Enterprises 4 pack Monster truck cars,push and go t...",4.1,933,207,Toys,Flipkart,Toys
Sotnof Smart Activity Learning & educational Geometry S...,4.3,"3,767",160,Toys,Flipkart,Toys
KOBBET Doctor Play Set Medical Carry-case Nurses Toy Se...,3.7,"4,110",219,Toys,Flipkart,Toys
Skillmatics Magical Scratch Art Book for Kids - Unicorn...,4.1,26,569,Toys,Flipkart,Toys
eston Sofa for Kids Soft Plush Mickey Cushion Baby Seat...,4,"8,262",389,Toys,Flipkart,Toys
DUGGI MUGGI BABY TRICYCLE FOR KIDS TRICYCLE RECOMMENDED...,3.7,"2,248","1,249",Toys,Flipkart,Toys
Neel Mini Monster Trucks Friction Powered Cars for Kids...,4.3,"1,802",199,Toys,Flipkart,Toys
fizz Mini Monster Trucks Friction Powered Cars for Kids...,4.1,"9,097",164,Toys,Flipkart,Toys
HKC HOUSE 3 in 1 Portable Cooking Set Kitchen Play Set ...,4.1,569,399,Toys,Flipkart,Toys
"Pandaoriginals Ninja Ev With Music And Lights, Forward ...",3.9,375,"2,999",Toys,Flipkart,Toys
HKC HOUSE Baby Play Gym Kick and Play Piano Mat Newborn...,3.9,300,631,Toys,Flipkart,Toys
ZARQITO Magic practice copy book for preschool child 4B...,4.1,"3,361",196,Toys,Flipkart,Toys
"Pandaoriginals Ninja Ev With Music And Lights, Forward ...",3.9,375,"2,999",Toys,Flipkart,Toys
DUGGI MUGGI BABY TRICYCLE FOR KIDS |GIRL | BOY for age ...,3.7,"2,248","1,249",Toys,Flipkart,Toys
Toy Street 37 Key Piano Toy Keyboard for Kids with Mic ...,3.8,"2,914",648,Toys,Flipkart,Toys
LWF Unbreakable Pull Back Texi Car Truck Bus Plane Toy ...,4.1,"1,209",389,Toys,Flipkart,Toys
J K INTERNATIONAL 2 in 1 Xylophone and Piano Toy,4.4,264,199,Toys,Flipkart,Toys
PRAYOMA ENTERPRISE Jumbo Size Happy Birthday Kids Play ...,3.9,"4,382",399,Toys,Flipkart,Toys
"ODELEE Rider Pro Scooty with Side Stand, 3 Adjustable H...",4.1,112,"1,599",Toys,Flipkart,Toys
Learn With Fun Set of 8 Pcs with Various Exciting Toys ...,4.3,"7,858",228,Toys,Flipkart,Toys
ZUNBELLA Dancing Cactus 120 Songs for Baby + Record You...,3.7,10,290,Toys,Flipkart,Toys
pleasing forest melamine 11 inch deluxe melamine banana...,3.9,505,459,Plates,Flipkart,Utensils
TORPPEZA Brass plain heavy plate (Size - 12.4cm) Half P...,3.1,16,598,Plates,Flipkart,Utensils
LEROYAL Regular Khumcha/Thali/Dinner Plate Dinner Plate,4.1,81,575,Plates,Flipkart,Utensils
LEROYAL Family Pack Thali/Khumcha Dinner Plate,4,"3,587","1,054",Plates,Flipkart,Utensils
LEROYAL Classy & Designer Thali Dinner Plate,4,"3,587",628,Plates,Flipkart,Utensils
Nirvika Stainless Steel Serving Tray/lemon Platter with...,4.1,339,359,Plates,Flipkart,Utensils
SAHU TRADERS microwave safe plate unbreakable '11 inch ...,4.2,107,499,Plates,Flipkart,Utensils
carry Full Size Plastic Plate Microwave Safe & Unbreaka...,3.7,80,389,Plates,Flipkart,Utensils
LIMETRO STEEL 6 Pcs Heavy Gauge Stainless Steel Laser H...,4,"2,699",369,Plates,Flipkart,Utensils
TORPPEZA Brass Flower Print Plate for pooja (Size - 6in...,3.9,19,319,Plates,Flipkart,Utensils
Perfectdine Melamine Dinner & Lunch Plate Round Floral ...,3.6,12,699,Plates,Flipkart,Utensils
WEKTU Stainless Steel 5 in 1 LUNCH/DINNER/BHOJAN Thali ...,4.1,219,227,Plates,Flipkart,Utensils
GALOOF Heavy gauge stainless steel halva /breakfst/serv...,3.9,709,440,Plates,Flipkart,Utensils
Spillbox Brass Deepak Diya Oil Lamp plate for Home Temp...,3.7,736,283,Plates,Flipkart,Utensils
swift international Quarter Round Plastic Serving Plate...,3.7,60,590,Plates,Flipkart,Utensils
carry Full Size Plastic Plate Microwave Safe & Unbreaka...,3.7,80,389,Plates,Flipkart,Utensils
pleasing forest Traditional Banana Leaf Melamine Plat R...,3.9,345,499,Plates,Flipkart,Utensils
Evaware International Marble Snacks Plates for Serving ...,4.1,14,441,Plates,Flipkart,Utensils
"SAUBHAGYA Stainless Steel Aata Parat, Atta Dough Flour ...",4.1,12,449,Plates,Flipkart,Utensils
Perfectdine Melamine Dinner & Lunch Plate Border Print ...,3.2,31,699,Plates,Flipkart,Utensils
Perfectdine Melamine Dinner & Lunch Classic Design Roun...,3.2,6,499,Plates,Flipkart,Utensils
LPINE Leaf Shape Stackable Snack Platter for Serving Pa...,3.9,68,299,Plates,Flipkart,Utensils
Sager Stainless Steel Lunch/Dinner Plate/Bhojan Thali 5...,4,196,299,Plates,Flipkart,Utensils
Parik Enterprises Brass Pital Parat Platter (Bronze) Pa...,3.3,3,"1,428",Plates,Flipkart,Utensils
Perfectdine Melamine Dinner & Lunch Plate Round Floral ...,3,5,699,Plates,Flipkart,Utensils
PARDEEP KHERA BHOJAN THALI SET OF 2 PIECES 5 COMPARTMEN...,4.1,"9,286",369,Plates,Flipkart,Utensils
Sumeet Stainless-Steel Heavy Gauge Dinner Plates with M...,3.4,5,636,Plates,Flipkart,Utensils
Dine With Us Unbreakable & Microwave Safe Round Printed...,3.9,662,495,Plates,Flipkart,Utensils
"Femora Borosilicate Square Dish with Handle -1700 ml, 1...",4.5,607,526,Plates,Flipkart,Utensils
BELLLA Large Size 11-inch Unbreakable Floral White Mela...,4.6,12,539,Plates,Flipkart,Utensils
BELLERBIRD (Pack of 16) Premium quality clear prisam wi...,4.2,"19,456",349,Glass,Flipkart,Utensils
BELLERBIRD (Pack of 8) Diamond Design Drinking Glass Se...,4.2,"19,456",239,Glass,Flipkart,Utensils
Sentricus (Pack of 16) Plastic Water Juice Wine Beer Gl...,4.2,"3,162",299,Glass,Flipkart,Utensils
BELLERBIRD (Pack of 16) Premium quality clear prisam wi...,4.2,"19,456",348,Glass,Flipkart,Utensils
LIMETRO STEEL (Pack of 12) Drinking Glass Set Water/Jui...,3.9,"8,786",429,Glass,Flipkart,Utensils
Sentricus (Pack of 12) Plastic Water Juice Wine Beer Gl...,4.2,"3,162",249,Glass,Flipkart,Utensils
BELLERBIRD (Pack of 6) Fruit Design Printing Transparen...,4,"1,380",196,Glass,Flipkart,Utensils
Slikvita (Pack of 12) Premium Quality 100% Unbreakable ...,3.8,5,349,Glass,Flipkart,Utensils
Sv Enterprise (Pack of 6) Aqua Crystal Clear Sturdy Wat...,4.2,140,475,Glass,Flipkart,Utensils
LIMETRO STEEL (Pack of 12) Stainless Steel G5-12 Glass ...,4.1,"2,359",499,Glass,Flipkart,Utensils
Redsky (Pack of 6) Prism Unbreakable Transparent BPA Fr...,2.3,3,249,Glass,Flipkart,Utensils
Massive Reckon (Pack of 6) Ice Cream Glass Set Water/Ju...,4.6,46,"1,199",Glass,Flipkart,Utensils
BELLERBIRD (Pack of 16) Premium quality classic Fruit P...,4,617,336,Glass,Flipkart,Utensils
Flipkart SmartBuy (Pack of 6) Plastic Unbreakable Multi...,4,"1,491",189,Glass,Flipkart,Utensils
BELLERBIRD (Pack of 6) Premium Quality Unbreakable Diam...,4.2,"19,456",216,Glass,Flipkart,Utensils
"LIMETRO STEEL (Pack of 12) Laser Printed Water, Juice a...",4,121,479,Glass,Flipkart,Utensils
BrassCity (Pack of 6) B-GL-C-P6 Glass Set Water/Juice G...,4.3,310,"1,899",Glass,Flipkart,Utensils
Ansh (Pack of 2) BSBG-2 Glass Set Water/Juice Glass,4.7,11,"1,690",Glass,Flipkart,Utensils
LIMETRO STEEL (Pack of 6) Stainless Steel Serving Glass...,3.9,"8,786",279,Glass,Flipkart,Utensils
"NAVRANG (Pack of 6) Glass Set Meenakari, Water Glass, J...",4.2,"1,466",472,Glass,Flipkart,Utensils
Slikvita (Pack of 12) Prism Pattern Water Juice Plastic...,3.6,14,349,Glass,Flipkart,Utensils
BOROSIL (Pack of 6) Vision Glass Medium - 295ml set of ...,4.4,"7,356",485,Glass,Flipkart,Utensils
BELLERBIRD (Pack of 8) Fruit Design Printing Transparen...,4,"1,380",237,Glass,Flipkart,Utensils
Windson store (Pack of 6) Glass Suitable For Drinking W...,3.9,"7,542",399,Glass,Flipkart,Utensils
LIMETRO STEEL (Pack of 12) High Quality Stainless Steel...,4,"1,899",499,Glass,Flipkart,Utensils
